Model,DPO3034
Firmware Version,2.07

Point Format,Y
Horizontal Units,S
Horizontal Scale,200
Sample Interval,0.2
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-1.260e+01,3.89094
-1.240e+01,3.89
-1.220e+01,3.88875
-1.200e+01,3.88906
-1.180e+01,3.88938
-1.160e+01,3.88875
-1.140e+01,3.88813
-1.120e+01,3.88719
-1.100e+01,3.88719
-1.080e+01,3.88688
-1.060e+01,3.88469
-1.040e+01,3.88406
-1.020e+01,3.88406
-1.000e+01,3.88437
-9.800e+00,3.88406
-9.600e+00,3.88344
-9.400e+00,3.88281
-9.200e+00,3.8825
-9.000e+00,3.8825
-8.800e+00,3.88156
-8.600e+00,3.88094
-8.400e+00,3.87969
-8.200e+00,3.87875
-8.000e+00,3.87906
-7.800e+00,3.87906
-7.600e+00,3.87906
-7.400e+00,3.87906
-7.200e+00,3.87938
-7.000e+00,3.87938
-6.800e+00,3.87969
-6.600e+00,3.87938
-6.400e+00,3.87781
-6.200e+00,3.87844
-6.000e+00,3.87844
-5.800e+00,3.8775
-5.600e+00,3.87781
-5.400e+00,3.87875
-5.200e+00,3.87781
-5.000e+00,3.87594
-4.800e+00,3.87625
-4.600e+00,3.87625
-4.400e+00,3.87594
-4.200e+00,3.87625
-4.000e+00,3.87625
-3.800e+00,3.875
-3.600e+00,3.87594
-3.400e+00,3.875
-3.200e+00,3.87375
-3.000e+00,3.87344
-2.800e+00,3.87312
-2.600e+00,3.87312
-2.400e+00,3.8725
-2.200e+00,3.8725
-2.000e+00,3.87281
-1.800e+00,3.87062
-1.600e+00,3.87031
-1.400e+00,3.87094
-1.200e+00,3.87156
-1.000e-00,3.87156
-8.000e-01,3.87062
-6.000e-01,3.86969
-4.000e-01,3.86969
-2.000e-01,3.86906
9.037e-11,3.86938
2.000e-01,3.86906
4.000e-01,3.86906
6.000e-01,3.86844
8.000e-01,3.8675
1.000e+00,3.86656
1.200e+00,3.86625
1.400e+00,3.86719
1.600e+00,3.86531
1.800e+00,3.86563
2.000e+00,3.86531
2.200e+00,3.86625
2.400e+00,3.86625
2.600e+00,3.86594
2.800e+00,3.86594
3.000e+00,3.86563
3.200e+00,3.86437
3.400e+00,3.86344
3.600e+00,3.865
3.800e+00,3.86688
4.000e+00,3.86625
4.200e+00,3.86531
4.400e+00,3.865
4.600e+00,3.86437
4.800e+00,3.86531
5.000e+00,3.865
5.200e+00,3.86531
5.400e+00,3.86406
5.600e+00,3.86344
5.800e+00,3.86281
6.000e+00,3.86313
6.200e+00,3.8625
6.400e+00,3.8625
6.600e+00,3.8625
6.800e+00,3.86187
7.000e+00,3.86187
7.200e+00,3.86125
7.400e+00,3.86094
7.600e+00,3.86125
7.800e+00,3.86063
8.000e+00,3.86
8.200e+00,3.85969
8.400e+00,3.85969
8.600e+00,3.85813
8.800e+00,3.85844
9.000e+00,3.85844
9.200e+00,3.85875
9.400e+00,3.85906
9.600e+00,3.85969
9.800e+00,3.85844
1.000e+01,3.85875
1.020e+01,3.85875
1.040e+01,3.85906
1.060e+01,3.85844
1.080e+01,3.85906
1.100e+01,3.85906
1.120e+01,3.85813
1.140e+01,3.85781
1.160e+01,3.85813
1.180e+01,3.85813
1.200e+01,3.8575
1.220e+01,3.85813
1.240e+01,3.85844
1.260e+01,3.85906
1.280e+01,3.85813
1.300e+01,3.85719
1.320e+01,3.85875
1.340e+01,3.85875
1.360e+01,3.85719
1.380e+01,3.85719
1.400e+01,3.85688
1.420e+01,3.85656
1.440e+01,3.85594
1.460e+01,3.85531
1.480e+01,3.85531
1.500e+01,3.855
1.520e+01,3.85531
1.540e+01,3.85531
1.560e+01,3.85531
1.580e+01,3.85563
1.600e+01,3.85563
1.620e+01,3.85531
1.640e+01,3.85625
1.660e+01,3.85438
1.680e+01,3.85375
1.700e+01,3.85438
1.720e+01,3.85438
1.740e+01,3.85375
1.760e+01,3.85438
1.780e+01,3.85344
1.800e+01,3.8525
1.820e+01,3.85312
1.840e+01,3.85344
1.860e+01,3.85312
1.880e+01,3.85344
1.900e+01,3.85281
1.920e+01,3.85281
1.940e+01,3.85219
1.960e+01,3.85188
1.980e+01,3.8525
2.000e+01,3.8525
2.020e+01,3.85219
2.040e+01,3.85
2.060e+01,3.85094
2.080e+01,3.85031
2.100e+01,3.85094
2.120e+01,3.85031
2.140e+01,3.85062
2.160e+01,3.85062
2.180e+01,3.85062
2.200e+01,3.84969
2.220e+01,3.84969
2.240e+01,3.84969
2.260e+01,3.84906
2.280e+01,3.84906
2.300e+01,3.85031
2.320e+01,3.85031
2.340e+01,3.85094
2.360e+01,3.85156
2.380e+01,3.85031
2.400e+01,3.84969
2.420e+01,3.84938
2.440e+01,3.84906
2.460e+01,3.84906
2.480e+01,3.84781
2.500e+01,3.84813
2.520e+01,3.84938
2.540e+01,3.84938
2.560e+01,3.84813
2.580e+01,3.84813
2.600e+01,3.84719
2.620e+01,3.84844
2.640e+01,3.84844
2.660e+01,3.84781
2.680e+01,3.84719
2.700e+01,3.84781
2.720e+01,3.8475
2.740e+01,3.84719
2.760e+01,3.84719
2.780e+01,3.84813
2.800e+01,3.84938
2.820e+01,3.84938
2.840e+01,3.84813
2.860e+01,3.8475
2.880e+01,3.84625
2.900e+01,3.84594
2.920e+01,3.84656
2.940e+01,3.84594
2.960e+01,3.84625
2.980e+01,3.84594
3.000e+01,3.84594
3.020e+01,3.84563
3.040e+01,3.84656
3.060e+01,3.84531
3.080e+01,3.84406
3.100e+01,3.84375
3.120e+01,3.84469
3.140e+01,3.845
3.160e+01,3.845
3.180e+01,3.84437
3.200e+01,3.84406
3.220e+01,3.84375
3.240e+01,3.84375
3.260e+01,3.84375
3.280e+01,3.84437
3.300e+01,3.84469
3.320e+01,3.84375
3.340e+01,3.8425
3.360e+01,3.84313
3.380e+01,3.84313
3.400e+01,3.8425
3.420e+01,3.84281
3.440e+01,3.84313
3.460e+01,3.84375
3.480e+01,3.84375
3.500e+01,3.84313
3.520e+01,3.8425
3.540e+01,3.84313
3.560e+01,3.84406
3.580e+01,3.84375
3.600e+01,3.84313
3.620e+01,3.84219
3.640e+01,3.8425
3.660e+01,3.84219
3.680e+01,3.84156
3.700e+01,3.84156
3.720e+01,3.84094
3.740e+01,3.84063
3.760e+01,3.84031
3.780e+01,3.84031
3.800e+01,3.84063
3.820e+01,3.84
3.840e+01,3.84031
3.860e+01,3.84094
3.880e+01,3.84031
3.900e+01,3.83969
3.920e+01,3.84
3.940e+01,3.83969
3.960e+01,3.84
3.980e+01,3.83969
4.000e+01,3.84094
4.020e+01,3.84094
4.040e+01,3.84
4.060e+01,3.83937
4.080e+01,3.84
4.100e+01,3.83781
4.120e+01,3.83625
4.140e+01,3.83781
4.160e+01,3.83719
4.180e+01,3.83719
4.200e+01,3.83719
4.220e+01,3.83781
4.240e+01,3.83875
4.260e+01,3.83875
4.280e+01,3.83906
4.300e+01,3.83844
4.320e+01,3.83781
4.340e+01,3.83906
4.360e+01,3.83781
4.380e+01,3.83688
4.400e+01,3.8375
4.420e+01,3.83781
4.440e+01,3.8375
4.460e+01,3.83719
4.480e+01,3.8375
4.500e+01,3.8375
4.520e+01,3.83688
4.540e+01,3.83688
4.560e+01,3.83656
4.580e+01,3.8375
4.600e+01,3.83781
4.620e+01,3.83625
4.640e+01,3.83625
4.660e+01,3.83563
4.680e+01,3.83563
4.700e+01,3.83625
4.720e+01,3.83656
4.740e+01,3.83781
4.760e+01,3.83719
4.780e+01,3.8375
4.800e+01,3.83781
4.820e+01,3.83688
4.840e+01,3.83688
4.860e+01,3.83656
4.880e+01,3.83688
4.900e+01,3.83688
4.920e+01,3.83594
4.940e+01,3.83563
4.960e+01,3.83625
4.980e+01,3.83594
5.000e+01,3.83625
5.020e+01,3.83688
5.040e+01,3.83563
5.060e+01,3.83563
5.080e+01,3.83531
5.100e+01,3.83438
5.120e+01,3.83438
5.140e+01,3.83438
5.160e+01,3.83469
5.180e+01,3.83469
5.200e+01,3.83375
5.220e+01,3.83438
5.240e+01,3.83375
5.260e+01,3.83438
5.280e+01,3.83469
5.300e+01,3.83375
5.320e+01,3.83406
5.340e+01,3.83312
5.360e+01,3.8325
5.380e+01,3.8325
5.400e+01,3.83344
5.420e+01,3.83375
5.440e+01,3.83344
5.460e+01,3.83344
5.480e+01,3.83375
5.500e+01,3.83438
5.520e+01,3.83406
5.540e+01,3.83406
5.560e+01,3.83312
5.580e+01,3.83312
5.600e+01,3.83219
5.620e+01,3.83312
5.640e+01,3.8325
5.660e+01,3.83312
5.680e+01,3.83406
5.700e+01,3.83344
5.720e+01,3.83344
5.740e+01,3.83344
5.760e+01,3.83312
5.780e+01,3.83156
5.800e+01,3.83156
5.820e+01,3.8325
5.840e+01,3.83312
5.860e+01,3.83406
5.880e+01,3.83406
5.900e+01,3.83375
5.920e+01,3.83375
5.940e+01,3.8325
5.960e+01,3.83188
5.980e+01,3.83219
6.000e+01,3.83156
6.020e+01,3.83125
6.040e+01,3.83156
6.060e+01,3.83219
6.080e+01,3.83312
6.100e+01,3.83344
6.120e+01,3.83438
6.140e+01,3.83375
6.160e+01,3.83406
6.180e+01,3.83375
6.200e+01,3.83375
6.220e+01,3.83312
6.240e+01,3.8325
6.260e+01,3.83344
6.280e+01,3.83219
6.300e+01,3.83156
6.320e+01,3.83188
6.340e+01,3.83125
6.360e+01,3.83
6.380e+01,3.83062
6.400e+01,3.83156
6.420e+01,3.83219
6.440e+01,3.83125
6.460e+01,3.83062
6.480e+01,3.83062
6.500e+01,3.83156
6.520e+01,3.83094
6.540e+01,3.83156
6.560e+01,3.83312
6.580e+01,3.83156
6.600e+01,3.83031
6.620e+01,3.83156
6.640e+01,3.83125
6.660e+01,3.82969
6.680e+01,3.83
6.700e+01,3.83031
6.720e+01,3.83094
6.740e+01,3.83219
6.760e+01,3.83219
6.780e+01,3.83156
6.800e+01,3.83156
6.820e+01,3.83156
6.840e+01,3.83156
6.860e+01,3.83219
6.880e+01,3.83188
6.900e+01,3.83062
6.920e+01,3.83094
6.940e+01,3.83156
6.960e+01,3.83125
6.980e+01,3.83094
7.000e+01,3.83031
7.020e+01,3.83094
7.040e+01,3.83125
7.060e+01,3.83125
7.080e+01,3.83188
7.100e+01,3.83125
7.120e+01,3.83094
7.140e+01,3.82938
7.160e+01,3.83
7.180e+01,3.82969
7.200e+01,3.82969
7.220e+01,3.82938
7.240e+01,3.82906
7.260e+01,3.82906
7.280e+01,3.82875
7.300e+01,3.82875
7.320e+01,3.82781
7.340e+01,3.82781
7.360e+01,3.82875
7.380e+01,3.82844
7.400e+01,3.82875
7.420e+01,3.83
7.440e+01,3.82844
7.460e+01,3.82875
7.480e+01,3.82781
7.500e+01,3.82781
7.520e+01,3.82844
7.540e+01,3.82844
7.560e+01,3.82781
7.580e+01,3.82781
7.600e+01,3.82688
7.620e+01,3.82781
7.640e+01,3.82719
7.660e+01,3.82781
7.680e+01,3.82719
7.700e+01,3.82812
7.720e+01,3.82688
7.740e+01,3.82625
7.760e+01,3.82688
7.780e+01,3.82656
7.800e+01,3.82625
7.820e+01,3.82594
7.840e+01,3.82531
7.860e+01,3.82563
7.880e+01,3.82656
7.900e+01,3.82656
7.920e+01,3.82656
7.940e+01,3.82563
7.960e+01,3.82563
7.980e+01,3.82656
8.000e+01,3.82594
8.020e+01,3.82594
8.040e+01,3.82563
8.060e+01,3.82531
8.080e+01,3.825
8.100e+01,3.82594
8.120e+01,3.82625
8.140e+01,3.82563
8.160e+01,3.82563
8.180e+01,3.82594
8.200e+01,3.82563
8.220e+01,3.82594
8.240e+01,3.82625
8.260e+01,3.82625
8.280e+01,3.82625
8.300e+01,3.82625
8.320e+01,3.82563
8.340e+01,3.82531
8.360e+01,3.82531
8.380e+01,3.82469
8.400e+01,3.82469
8.420e+01,3.82469
8.440e+01,3.82437
8.460e+01,3.82406
8.480e+01,3.82344
8.500e+01,3.82406
8.520e+01,3.82406
8.540e+01,3.82313
8.560e+01,3.82344
8.580e+01,3.82375
8.600e+01,3.82375
8.620e+01,3.82406
8.640e+01,3.82406
8.660e+01,3.82344
8.680e+01,3.82063
8.700e+01,3.82
8.720e+01,3.81969
8.740e+01,3.81969
8.760e+01,3.81906
8.780e+01,3.81844
8.800e+01,3.81813
8.820e+01,3.81906
8.840e+01,3.81844
8.860e+01,3.81813
8.880e+01,3.81875
8.900e+01,3.81969
8.920e+01,3.81937
8.940e+01,3.81937
8.960e+01,3.81937
8.980e+01,3.81937
9.000e+01,3.81937
9.020e+01,3.81906
9.040e+01,3.81844
9.060e+01,3.81937
9.080e+01,3.81937
9.100e+01,3.81969
9.120e+01,3.81875
9.140e+01,3.81969
9.160e+01,3.81969
9.180e+01,3.81969
9.200e+01,3.81875
9.220e+01,3.81844
9.240e+01,3.81937
9.260e+01,3.81813
9.280e+01,3.81844
9.300e+01,3.81844
9.320e+01,3.81844
9.340e+01,3.81875
9.360e+01,3.82031
9.380e+01,3.81937
9.400e+01,3.81906
9.420e+01,3.81875
9.440e+01,3.81844
9.460e+01,3.81781
9.480e+01,3.8175
9.500e+01,3.8175
9.520e+01,3.81781
9.540e+01,3.81813
9.560e+01,3.81813
9.580e+01,3.81875
9.600e+01,3.81875
9.620e+01,3.81875
9.640e+01,3.81813
9.660e+01,3.81719
9.680e+01,3.81625
9.700e+01,3.81656
9.720e+01,3.81625
9.740e+01,3.81656
9.760e+01,3.81594
9.780e+01,3.81656
9.800e+01,3.81594
9.820e+01,3.815
9.840e+01,3.81469
9.860e+01,3.81594
9.880e+01,3.8175
9.900e+01,3.81656
9.920e+01,3.81625
9.940e+01,3.81531
9.960e+01,3.81469
9.980e+01,3.81469
1.000e+02,3.81469
1.002e+02,3.81469
1.004e+02,3.81656
1.006e+02,3.81656
1.008e+02,3.81563
1.010e+02,3.81563
1.012e+02,3.8175
1.014e+02,3.81656
1.016e+02,3.81719
1.018e+02,3.81625
1.020e+02,3.81594
1.022e+02,3.81563
1.024e+02,3.81531
1.026e+02,3.81594
1.028e+02,3.81563
1.030e+02,3.81469
1.032e+02,3.815
1.034e+02,3.81531
1.036e+02,3.81563
1.038e+02,3.81531
1.040e+02,3.815
1.042e+02,3.815
1.044e+02,3.81438
1.046e+02,3.81406
1.048e+02,3.81406
1.050e+02,3.81281
1.052e+02,3.81344
1.054e+02,3.81375
1.056e+02,3.8125
1.058e+02,3.81312
1.060e+02,3.81406
1.062e+02,3.81438
1.064e+02,3.81375
1.066e+02,3.81312
1.068e+02,3.81188
1.070e+02,3.81312
1.072e+02,3.81281
1.074e+02,3.81094
1.076e+02,3.81188
1.078e+02,3.81281
1.080e+02,3.81281
1.082e+02,3.81125
1.084e+02,3.81125
1.086e+02,3.81281
1.088e+02,3.81281
1.090e+02,3.81281
1.092e+02,3.81219
1.094e+02,3.8125
1.096e+02,3.8125
1.098e+02,3.8125
1.100e+02,3.81031
1.102e+02,3.81094
1.104e+02,3.81188
1.106e+02,3.81188
1.108e+02,3.8125
1.110e+02,3.8125
1.112e+02,3.8125
1.114e+02,3.81219
1.116e+02,3.8125
1.118e+02,3.8125
1.120e+02,3.8125
1.122e+02,3.81094
1.124e+02,3.81094
1.126e+02,3.81219
1.128e+02,3.81219
1.130e+02,3.81344
1.132e+02,3.81344
1.134e+02,3.81312
1.136e+02,3.81375
1.138e+02,3.81406
1.140e+02,3.81312
1.142e+02,3.81281
1.144e+02,3.8125
1.146e+02,3.81312
1.148e+02,3.8125
1.150e+02,3.81344
1.152e+02,3.8125
1.154e+02,3.8125
1.156e+02,3.81188
1.158e+02,3.81188
1.160e+02,3.81188
1.162e+02,3.81281
1.164e+02,3.8125
1.166e+02,3.81219
1.168e+02,3.8125
1.170e+02,3.81219
1.172e+02,3.81125
1.174e+02,3.81125
1.176e+02,3.81094
1.178e+02,3.8125
1.180e+02,3.8125
1.182e+02,3.81094
1.184e+02,3.81062
1.186e+02,3.80969
1.188e+02,3.81094
1.190e+02,3.80969
1.192e+02,3.81031
1.194e+02,3.80938
1.196e+02,3.80938
1.198e+02,3.81062
1.200e+02,3.81
1.202e+02,3.81
1.204e+02,3.80875
1.206e+02,3.81031
1.208e+02,3.81062
1.210e+02,3.81062
1.212e+02,3.81
1.214e+02,3.81031
1.216e+02,3.81031
1.218e+02,3.80938
1.220e+02,3.80969
1.222e+02,3.80875
1.224e+02,3.80875
1.226e+02,3.80906
1.228e+02,3.81
1.230e+02,3.81031
1.232e+02,3.81094
1.234e+02,3.81094
1.236e+02,3.81094
1.238e+02,3.81031
1.240e+02,3.80906
1.242e+02,3.80844
1.244e+02,3.81
1.246e+02,3.81031
1.248e+02,3.80906
1.250e+02,3.80969
1.252e+02,3.80844
1.254e+02,3.80938
1.256e+02,3.81062
1.258e+02,3.81094
1.260e+02,3.80906
1.262e+02,3.80906
1.264e+02,3.80875
1.266e+02,3.80875
1.268e+02,3.80844
1.270e+02,3.80844
1.272e+02,3.80781
1.274e+02,3.80688
1.276e+02,3.80719
1.278e+02,3.80812
1.280e+02,3.80781
1.282e+02,3.80812
1.284e+02,3.80812
1.286e+02,3.80906
1.288e+02,3.80875
1.290e+02,3.80875
1.292e+02,3.80938
1.294e+02,3.80969
1.296e+02,3.80938
1.298e+02,3.80875
1.300e+02,3.80906
1.302e+02,3.80906
1.304e+02,3.80969
1.306e+02,3.80906
1.308e+02,3.80938
1.310e+02,3.80906
1.312e+02,3.80844
1.314e+02,3.80844
1.316e+02,3.80875
1.318e+02,3.80844
1.320e+02,3.80875
1.322e+02,3.80969
1.324e+02,3.80938
1.326e+02,3.80969
1.328e+02,3.81
1.330e+02,3.81
1.332e+02,3.80969
1.334e+02,3.80875
1.336e+02,3.80812
1.338e+02,3.80719
1.340e+02,3.8075
1.342e+02,3.80812
1.344e+02,3.80844
1.346e+02,3.80781
1.348e+02,3.80719
1.350e+02,3.80719
1.352e+02,3.80812
1.354e+02,3.8075
1.356e+02,3.80906
1.358e+02,3.80906
1.360e+02,3.80781
1.362e+02,3.80781
1.364e+02,3.80844
1.366e+02,3.80875
1.368e+02,3.80812
1.370e+02,3.80688
1.372e+02,3.8075
1.374e+02,3.80719
1.376e+02,3.80719
1.378e+02,3.8075
1.380e+02,3.80812
1.382e+02,3.80781
1.384e+02,3.80844
1.386e+02,3.80719
1.388e+02,3.80688
1.390e+02,3.80719
1.392e+02,3.80656
1.394e+02,3.80594
1.396e+02,3.80531
1.398e+02,3.80563
1.400e+02,3.805
1.402e+02,3.805
1.404e+02,3.80531
1.406e+02,3.80563
1.408e+02,3.80594
1.410e+02,3.80594
1.412e+02,3.80594
1.414e+02,3.80594
1.416e+02,3.80656
1.418e+02,3.80469
1.420e+02,3.80375
1.422e+02,3.80438
1.424e+02,3.805
1.426e+02,3.805
1.428e+02,3.80563
1.430e+02,3.80656
1.432e+02,3.80594
1.434e+02,3.80688
1.436e+02,3.80563
1.438e+02,3.805
1.440e+02,3.80594
1.442e+02,3.80656
1.444e+02,3.80563
1.446e+02,3.80469
1.448e+02,3.80469
1.450e+02,3.80563
1.452e+02,3.80656
1.454e+02,3.80656
1.456e+02,3.80469
1.458e+02,3.805
1.460e+02,3.80469
1.462e+02,3.80469
1.464e+02,3.80438
1.466e+02,3.80469
1.468e+02,3.80469
1.470e+02,3.805
1.472e+02,3.80469
1.474e+02,3.805
1.476e+02,3.80438
1.478e+02,3.80375
1.480e+02,3.80438
1.482e+02,3.80438
1.484e+02,3.80375
1.486e+02,3.80281
1.488e+02,3.80219
1.490e+02,3.8025
1.492e+02,3.80187
1.494e+02,3.80281
1.496e+02,3.80313
1.498e+02,3.8025
1.500e+02,3.80281
1.502e+02,3.80313
1.504e+02,3.80313
1.506e+02,3.8025
1.508e+02,3.80313
1.510e+02,3.80344
1.512e+02,3.80469
1.514e+02,3.80406
1.516e+02,3.80344
1.518e+02,3.80344
1.520e+02,3.80375
1.522e+02,3.80281
1.524e+02,3.80375
1.526e+02,3.80438
1.528e+02,3.80375
1.530e+02,3.80344
1.532e+02,3.80313
1.534e+02,3.80375
1.536e+02,3.80375
1.538e+02,3.80406
1.540e+02,3.80406
1.542e+02,3.80344
1.544e+02,3.80406
1.546e+02,3.80406
1.548e+02,3.80375
1.550e+02,3.80344
1.552e+02,3.8025
1.554e+02,3.80281
1.556e+02,3.8025
1.558e+02,3.80313
1.560e+02,3.80219
1.562e+02,3.80281
1.564e+02,3.80063
1.566e+02,3.80125
1.568e+02,3.80187
1.570e+02,3.80125
1.572e+02,3.80156
1.574e+02,3.80219
1.576e+02,3.80281
1.578e+02,3.80187
1.580e+02,3.80187
1.582e+02,3.80281
1.584e+02,3.80281
1.586e+02,3.80219
1.588e+02,3.8025
1.590e+02,3.80219
1.592e+02,3.8025
1.594e+02,3.80156
1.596e+02,3.8025
1.598e+02,3.8025
1.600e+02,3.8025
1.602e+02,3.80313
1.604e+02,3.8025
1.606e+02,3.80125
1.608e+02,3.80281
1.610e+02,3.80406
1.612e+02,3.80344
1.614e+02,3.80219
1.616e+02,3.80219
1.618e+02,3.80219
1.620e+02,3.80281
1.622e+02,3.80344
1.624e+02,3.80344
1.626e+02,3.80313
1.628e+02,3.80375
1.630e+02,3.80406
1.632e+02,3.80344
1.634e+02,3.80281
1.636e+02,3.8025
1.638e+02,3.80375
1.640e+02,3.80438
1.642e+02,3.80438
1.644e+02,3.80375
1.646e+02,3.80406
1.648e+02,3.80281
1.650e+02,3.80219
1.652e+02,3.80219
1.654e+02,3.8025
1.656e+02,3.80281
1.658e+02,3.80344
1.660e+02,3.80313
1.662e+02,3.80313
1.664e+02,3.80344
1.666e+02,3.80344
1.668e+02,3.80406
1.670e+02,3.80313
1.672e+02,3.80344
1.674e+02,3.80313
1.676e+02,3.80344
1.678e+02,3.80344
1.680e+02,3.8025
1.682e+02,3.80187
1.684e+02,3.80063
1.686e+02,3.80125
1.688e+02,3.80063
1.690e+02,3.80125
1.692e+02,3.80219
1.694e+02,3.80219
1.696e+02,3.80219
1.698e+02,3.80281
1.700e+02,3.80219
1.702e+02,3.80313
1.704e+02,3.8025
1.706e+02,3.80156
1.708e+02,3.80063
1.710e+02,3.80063
1.712e+02,3.80156
1.714e+02,3.80156
1.716e+02,3.80125
1.718e+02,3.80031
1.720e+02,3.80063
1.722e+02,3.80281
1.724e+02,3.80187
1.726e+02,3.8025
1.728e+02,3.8
1.730e+02,3.8
1.732e+02,3.8
1.734e+02,3.79937
1.736e+02,3.79969
1.738e+02,3.80063
1.740e+02,3.80031
1.742e+02,3.80031
1.744e+02,3.80031
1.746e+02,3.79969
1.748e+02,3.80031
1.750e+02,3.79969
1.752e+02,3.79937
1.754e+02,3.79875
1.756e+02,3.79875
1.758e+02,3.79937
1.760e+02,3.80063
1.762e+02,3.80156
1.764e+02,3.80125
1.766e+02,3.80031
1.768e+02,3.80125
1.770e+02,3.80063
1.772e+02,3.8
1.774e+02,3.80031
1.776e+02,3.79969
1.778e+02,3.8
1.780e+02,3.80031
1.782e+02,3.80031
1.784e+02,3.79906
1.786e+02,3.79937
1.788e+02,3.80031
1.790e+02,3.8
1.792e+02,3.79875
1.794e+02,3.79906
1.796e+02,3.79937
1.798e+02,3.79969
1.800e+02,3.79906
1.802e+02,3.79937
1.804e+02,3.79906
1.806e+02,3.79969
1.808e+02,3.79937
1.810e+02,3.79813
1.812e+02,3.79844
1.814e+02,3.79781
1.816e+02,3.79656
1.818e+02,3.79813
1.820e+02,3.79813
1.822e+02,3.79813
1.824e+02,3.79875
1.826e+02,3.79844
1.828e+02,3.79844
1.830e+02,3.79875
1.832e+02,3.79813
1.834e+02,3.79906
1.836e+02,3.79844
1.838e+02,3.79781
1.840e+02,3.79813
1.842e+02,3.79844
1.844e+02,3.79781
1.846e+02,3.79719
1.848e+02,3.7975
1.850e+02,3.79813
1.852e+02,3.79875
1.854e+02,3.79937
1.856e+02,3.79937
1.858e+02,3.79875
1.860e+02,3.8
1.862e+02,3.79906
1.864e+02,3.79937
1.866e+02,3.79937
1.868e+02,3.79844
1.870e+02,3.79906
1.872e+02,3.79969
1.874e+02,3.79844
1.876e+02,3.79875
1.878e+02,3.8
1.880e+02,3.79937
1.882e+02,3.8
1.884e+02,3.79906
1.886e+02,3.79875
1.888e+02,3.79937
1.890e+02,3.79937
1.892e+02,3.79875
1.894e+02,3.79906
1.896e+02,3.8
1.898e+02,3.79937
1.900e+02,3.79937
1.902e+02,3.79906
1.904e+02,3.79813
1.906e+02,3.79844
1.908e+02,3.79875
1.910e+02,3.7975
1.912e+02,3.79781
1.914e+02,3.7975
1.916e+02,3.7975
1.918e+02,3.7975
1.920e+02,3.79719
1.922e+02,3.79719
1.924e+02,3.7975
1.926e+02,3.79781
1.928e+02,3.79781
1.930e+02,3.79656
1.932e+02,3.79688
1.934e+02,3.79781
1.936e+02,3.79781
1.938e+02,3.79688
1.940e+02,3.79719
1.942e+02,3.79781
1.944e+02,3.79688
1.946e+02,3.79656
1.948e+02,3.79719
1.950e+02,3.7975
1.952e+02,3.79688
1.954e+02,3.79719
1.956e+02,3.79688
1.958e+02,3.79656
1.960e+02,3.79688
1.962e+02,3.795
1.964e+02,3.795
1.966e+02,3.795
1.968e+02,3.79594
1.970e+02,3.795
1.972e+02,3.79469
1.974e+02,3.79469
1.976e+02,3.79594
1.978e+02,3.795
1.980e+02,3.79531
1.982e+02,3.79531
1.984e+02,3.79406
1.986e+02,3.79375
1.988e+02,3.79344
1.990e+02,3.79312
1.992e+02,3.79375
1.994e+02,3.79344
1.996e+02,3.79312
1.998e+02,3.79281
2.000e+02,3.7925
2.002e+02,3.79281
2.004e+02,3.7925
2.006e+02,3.79188
2.008e+02,3.79281
2.010e+02,3.79344
2.012e+02,3.79312
2.014e+02,3.79281
2.016e+02,3.79312
2.018e+02,3.79281
2.020e+02,3.79406
2.022e+02,3.795
2.024e+02,3.79375
2.026e+02,3.7925
2.028e+02,3.79375
2.030e+02,3.79375
2.032e+02,3.79375
2.034e+02,3.79312
2.036e+02,3.7925
2.038e+02,3.79219
2.040e+02,3.7925
2.042e+02,3.79406
2.044e+02,3.79531
2.046e+02,3.79594
2.048e+02,3.795
2.050e+02,3.79438
2.052e+02,3.79375
2.054e+02,3.79312
2.056e+02,3.79312
2.058e+02,3.79312
2.060e+02,3.79281
2.062e+02,3.79438
2.064e+02,3.79344
2.066e+02,3.79344
2.068e+02,3.79375
2.070e+02,3.79406
2.072e+02,3.79406
2.074e+02,3.79375
2.076e+02,3.795
2.078e+02,3.795
2.080e+02,3.79375
2.082e+02,3.79344
2.084e+02,3.79344
2.086e+02,3.795
2.088e+02,3.79469
2.090e+02,3.79438
2.092e+02,3.79281
2.094e+02,3.79344
2.096e+02,3.79281
2.098e+02,3.79312
2.100e+02,3.7925
2.102e+02,3.79344
2.104e+02,3.79312
2.106e+02,3.79219
2.108e+02,3.79219
2.110e+02,3.79188
2.112e+02,3.79188
2.114e+02,3.79188
2.116e+02,3.79188
2.118e+02,3.79344
2.120e+02,3.79344
2.122e+02,3.7925
2.124e+02,3.79125
2.126e+02,3.79219
2.128e+02,3.79281
2.130e+02,3.79344
2.132e+02,3.79312
2.134e+02,3.7925
2.136e+02,3.79156
2.138e+02,3.79156
2.140e+02,3.79312
2.142e+02,3.79344
2.144e+02,3.79344
2.146e+02,3.79219
2.148e+02,3.79281
2.150e+02,3.79281
2.152e+02,3.7925
2.154e+02,3.79219
2.156e+02,3.79188
2.158e+02,3.7925
2.160e+02,3.79281
2.162e+02,3.79219
2.164e+02,3.79188
2.166e+02,3.79156
2.168e+02,3.79125
2.170e+02,3.79156
2.172e+02,3.79062
2.174e+02,3.79188
2.176e+02,3.79188
2.178e+02,3.79125
2.180e+02,3.79219
2.182e+02,3.79219
