Model,DPO3034
Firmware Version,2.07

Point Format,Y
Horizontal Units,S
Horizontal Scale,200
Sample Interval,0.2
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-5.192e+02,4.09719
-5.190e+02,4.09531
-5.188e+02,4.09563
-5.186e+02,4.09563
-5.184e+02,4.09563
-5.182e+02,4.09438
-5.180e+02,4.09531
-5.178e+02,4.09531
-5.176e+02,4.09531
-5.174e+02,4.09594
-5.172e+02,4.09563
-5.170e+02,4.09625
-5.168e+02,4.09656
-5.166e+02,4.09625
-5.164e+02,4.09531
-5.162e+02,4.0975
-5.160e+02,4.0975
-5.158e+02,4.09625
-5.156e+02,4.09625
-5.154e+02,4.09594
-5.152e+02,4.09719
-5.150e+02,4.09687
-5.148e+02,4.09719
-5.146e+02,4.0975
-5.144e+02,4.09719
-5.142e+02,4.09719
-5.140e+02,4.09656
-5.138e+02,4.09687
-5.136e+02,4.09656
-5.134e+02,4.09594
-5.132e+02,4.09625
-5.130e+02,4.09656
-5.128e+02,4.09656
-5.126e+02,4.09625
-5.124e+02,4.095
-5.122e+02,4.095
-5.120e+02,4.09438
-5.118e+02,4.09438
-5.116e+02,4.09469
-5.114e+02,4.09594
-5.112e+02,4.095
-5.110e+02,4.09594
-5.108e+02,4.09531
-5.106e+02,4.09469
-5.104e+02,4.09344
-5.102e+02,4.09438
-5.100e+02,4.095
-5.098e+02,4.09531
-5.096e+02,4.095
-5.094e+02,4.09438
-5.092e+02,4.09344
-5.090e+02,4.09344
-5.088e+02,4.09469
-5.086e+02,4.09281
-5.084e+02,4.09406
-5.082e+02,4.095
-5.080e+02,4.09563
-5.078e+02,4.095
-5.076e+02,4.095
-5.074e+02,4.09563
-5.072e+02,4.09594
-5.070e+02,4.09656
-5.068e+02,4.095
-5.066e+02,4.09594
-5.064e+02,4.09563
-5.062e+02,4.09625
-5.060e+02,4.09625
-5.058e+02,4.09469
-5.056e+02,4.09469
-5.054e+02,4.09563
-5.052e+02,4.09594
-5.050e+02,4.09563
-5.048e+02,4.09625
-5.046e+02,4.09625
-5.044e+02,4.09563
-5.042e+02,4.09563
-5.040e+02,4.095
-5.038e+02,4.09531
-5.036e+02,4.09531
-5.034e+02,4.095
-5.032e+02,4.09563
-5.030e+02,4.09687
-5.028e+02,4.09469
-5.026e+02,4.09344
-5.024e+02,4.09469
-5.022e+02,4.09531
-5.020e+02,4.09469
-5.018e+02,4.095
-5.016e+02,4.095
-5.014e+02,4.09531
-5.012e+02,4.09469
-5.010e+02,4.095
-5.008e+02,4.09469
-5.006e+02,4.09563
-5.004e+02,4.09563
-5.002e+02,4.09563
-5.000e+02,4.09469
-4.998e+02,4.09375
-4.996e+02,4.09438
-4.994e+02,4.09594
-4.992e+02,4.09625
-4.990e+02,4.09594
-4.988e+02,4.09656
-4.986e+02,4.09594
-4.984e+02,4.05656
-4.982e+02,4.01438
-4.980e+02,3.99844
-4.978e+02,3.99719
-4.976e+02,3.99562
-4.974e+02,3.99594
-4.972e+02,3.99375
-4.970e+02,3.99313
-4.968e+02,3.99375
-4.966e+02,3.99313
-4.964e+02,3.99063
-4.962e+02,3.99125
-4.960e+02,3.99063
-4.958e+02,3.99094
-4.956e+02,3.99031
-4.954e+02,3.99
-4.952e+02,3.98906
-4.950e+02,3.9875
-4.948e+02,3.98625
-4.946e+02,3.98594
-4.944e+02,3.98563
-4.942e+02,3.98531
-4.940e+02,3.98531
-4.938e+02,3.98438
-4.936e+02,3.98438
-4.934e+02,3.98406
-4.932e+02,3.98375
-4.930e+02,3.98375
-4.928e+02,3.9825
-4.926e+02,3.98281
-4.924e+02,3.98094
-4.922e+02,3.98063
-4.920e+02,3.97938
-4.918e+02,3.97875
-4.916e+02,3.97906
-4.914e+02,3.97812
-4.912e+02,3.97844
-4.910e+02,3.97812
-4.908e+02,3.97781
-4.906e+02,3.97688
-4.904e+02,3.97656
-4.902e+02,3.97531
-4.900e+02,3.975
-4.898e+02,3.975
-4.896e+02,3.97406
-4.894e+02,3.97313
-4.892e+02,3.97313
-4.890e+02,3.97313
-4.888e+02,3.97344
-4.886e+02,3.97313
-4.884e+02,3.9725
-4.882e+02,3.97063
-4.880e+02,3.97125
-4.878e+02,3.97
-4.876e+02,3.96875
-4.874e+02,3.96781
-4.872e+02,3.96781
-4.870e+02,3.9675
-4.868e+02,3.96781
-4.866e+02,3.96719
-4.864e+02,3.96719
-4.862e+02,3.96625
-4.860e+02,3.96375
-4.858e+02,3.96594
-4.856e+02,3.96625
-4.854e+02,3.96531
-4.852e+02,3.965
-4.850e+02,3.96469
-4.848e+02,3.96406
-4.846e+02,3.96188
-4.844e+02,3.96281
-4.842e+02,3.96156
-4.840e+02,3.96125
-4.838e+02,3.96094
-4.836e+02,3.96
-4.834e+02,3.96063
-4.832e+02,3.96094
-4.830e+02,3.95906
-4.828e+02,3.95938
-4.826e+02,3.95906
-4.824e+02,3.95875
-4.822e+02,3.95906
-4.820e+02,3.95688
-4.818e+02,3.95656
-4.816e+02,3.95562
-4.814e+02,3.95531
-4.812e+02,3.95438
-4.810e+02,3.95438
-4.808e+02,3.95312
-4.806e+02,3.95312
-4.804e+02,3.95406
-4.802e+02,3.95375
-4.800e+02,3.95344
-4.798e+02,3.95219
-4.796e+02,3.95219
-4.794e+02,3.95219
-4.792e+02,3.9525
-4.790e+02,3.95281
-4.788e+02,3.95063
-4.786e+02,3.95063
-4.784e+02,3.94938
-4.782e+02,3.95031
-4.780e+02,3.94875
-4.778e+02,3.94875
-4.776e+02,3.94875
-4.774e+02,3.94906
-4.772e+02,3.94906
-4.770e+02,3.94844
-4.768e+02,3.94844
-4.766e+02,3.94813
-4.764e+02,3.94687
-4.762e+02,3.94656
-4.760e+02,3.94687
-4.758e+02,3.94719
-4.756e+02,3.94625
-4.754e+02,3.94625
-4.752e+02,3.94656
-4.750e+02,3.94531
-4.748e+02,3.945
-4.746e+02,3.945
-4.744e+02,3.94406
-4.742e+02,3.94406
-4.740e+02,3.94406
-4.738e+02,3.94406
-4.736e+02,3.94375
-4.734e+02,3.94281
-4.732e+02,3.94313
-4.730e+02,3.94375
-4.728e+02,3.94344
-4.726e+02,3.94281
-4.724e+02,3.94219
-4.722e+02,3.9425
-4.720e+02,3.9425
-4.718e+02,3.94313
-4.716e+02,3.9425
-4.714e+02,3.94219
-4.712e+02,3.94188
-4.710e+02,3.94063
-4.708e+02,3.94125
-4.706e+02,3.94188
-4.704e+02,3.94094
-4.702e+02,3.94094
-4.700e+02,3.94125
-4.698e+02,3.94031
-4.696e+02,3.94
-4.694e+02,3.93969
-4.692e+02,3.93844
-4.690e+02,3.9375
-4.688e+02,3.93781
-4.686e+02,3.93812
-4.684e+02,3.94
-4.682e+02,3.93781
-4.680e+02,3.93812
-4.678e+02,3.93844
-4.676e+02,3.93625
-4.674e+02,3.93656
-4.672e+02,3.93656
-4.670e+02,3.935
-4.668e+02,3.93406
-4.666e+02,3.93438
-4.664e+02,3.93438
-4.662e+02,3.93406
-4.660e+02,3.93438
-4.658e+02,3.93625
-4.656e+02,3.935
-4.654e+02,3.93562
-4.652e+02,3.93625
-4.650e+02,3.93531
-4.648e+02,3.93562
-4.646e+02,3.93531
-4.644e+02,3.935
-4.642e+02,3.935
-4.640e+02,3.93406
-4.638e+02,3.93344
-4.636e+02,3.9325
-4.634e+02,3.93281
-4.632e+02,3.93188
-4.630e+02,3.93156
-4.628e+02,3.93156
-4.626e+02,3.93156
-4.624e+02,3.93125
-4.622e+02,3.93063
-4.620e+02,3.93031
-4.618e+02,3.93
-4.616e+02,3.93094
-4.614e+02,3.93125
-4.612e+02,3.93031
-4.610e+02,3.93
-4.608e+02,3.93094
-4.606e+02,3.93063
-4.604e+02,3.93031
-4.602e+02,3.93031
-4.600e+02,3.92969
-4.598e+02,3.92938
-4.596e+02,3.92938
-4.594e+02,3.92813
-4.592e+02,3.92938
-4.590e+02,3.93
-4.588e+02,3.92969
-4.586e+02,3.93
-4.584e+02,3.92906
-4.582e+02,3.92813
-4.580e+02,3.92719
-4.578e+02,3.92687
-4.576e+02,3.9275
-4.574e+02,3.92687
-4.572e+02,3.92719
-4.570e+02,3.92563
-4.568e+02,3.92625
-4.566e+02,3.92594
-4.564e+02,3.92594
-4.562e+02,3.92719
-4.560e+02,3.92687
-4.558e+02,3.92625
-4.556e+02,3.92719
-4.554e+02,3.92594
-4.552e+02,3.92469
-4.550e+02,3.92469
-4.548e+02,3.925
-4.546e+02,3.925
-4.544e+02,3.92469
-4.542e+02,3.92437
-4.540e+02,3.92437
-4.538e+02,3.92375
-4.536e+02,3.92437
-4.534e+02,3.92406
-4.532e+02,3.92281
-4.530e+02,3.92406
-4.528e+02,3.9225
-4.526e+02,3.92219
-4.524e+02,3.9225
-4.522e+02,3.92281
-4.520e+02,3.92188
-4.518e+02,3.92344
-4.516e+02,3.92188
-4.514e+02,3.92063
-4.512e+02,3.92188
-4.510e+02,3.92156
-4.508e+02,3.92094
-4.506e+02,3.92406
-4.504e+02,3.92437
-4.502e+02,3.92344
-4.500e+02,3.92469
-4.498e+02,3.92469
-4.496e+02,3.925
-4.494e+02,3.92469
-4.492e+02,3.92531
-4.490e+02,3.92625
-4.488e+02,3.92687
-4.486e+02,3.92531
-4.484e+02,3.92594
-4.482e+02,3.92594
-4.480e+02,3.92594
-4.478e+02,3.92531
-4.476e+02,3.92531
-4.474e+02,3.925
-4.472e+02,3.92625
-4.470e+02,3.92563
-4.468e+02,3.92563
-4.466e+02,3.92625
-4.464e+02,3.92531
-4.462e+02,3.92469
-4.460e+02,3.92594
-4.458e+02,3.92656
-4.456e+02,3.92531
-4.454e+02,3.92531
-4.452e+02,3.92469
-4.450e+02,3.92437
-4.448e+02,3.92531
-4.446e+02,3.92594
-4.444e+02,3.925
-4.442e+02,3.92563
-4.440e+02,3.92563
-4.438e+02,3.92531
-4.436e+02,3.92563
-4.434e+02,3.925
-4.432e+02,3.92375
-4.430e+02,3.92344
-4.428e+02,3.92406
-4.426e+02,3.92531
-4.424e+02,3.925
-4.422e+02,3.925
-4.420e+02,3.92406
-4.418e+02,3.92406
-4.416e+02,3.92437
-4.414e+02,3.92469
-4.412e+02,3.92469
-4.410e+02,3.92469
-4.408e+02,3.92375
-4.406e+02,3.92281
-4.404e+02,3.92344
-4.402e+02,3.92406
-4.400e+02,3.92375
-4.398e+02,3.92219
-4.396e+02,3.92219
-4.394e+02,3.92219
-4.392e+02,3.92125
-4.390e+02,3.92188
-4.388e+02,3.92094
-4.386e+02,3.92031
-4.384e+02,3.92125
-4.382e+02,3.92219
-4.380e+02,3.92219
-4.378e+02,3.92188
-4.376e+02,3.92156
-4.374e+02,3.92063
-4.372e+02,3.92125
-4.370e+02,3.92125
-4.368e+02,3.92094
-4.366e+02,3.92094
-4.364e+02,3.92094
-4.362e+02,3.92156
-4.360e+02,3.92156
-4.358e+02,3.92125
-4.356e+02,3.92
-4.354e+02,3.92125
-4.352e+02,3.92156
-4.350e+02,3.92094
-4.348e+02,3.92188
-4.346e+02,3.92094
-4.344e+02,3.92063
-4.342e+02,3.92094
-4.340e+02,3.92
-4.338e+02,3.92031
-4.336e+02,3.92031
-4.334e+02,3.91969
-4.332e+02,3.91906
-4.330e+02,3.91813
-4.328e+02,3.91719
-4.326e+02,3.91844
-4.324e+02,3.91844
-4.322e+02,3.91719
-4.320e+02,3.91813
-4.318e+02,3.91656
-4.316e+02,3.91562
-4.314e+02,3.9175
-4.312e+02,3.91906
-4.310e+02,3.91844
-4.308e+02,3.91688
-4.306e+02,3.91688
-4.304e+02,3.915
-4.302e+02,3.91562
-4.300e+02,3.915
-4.298e+02,3.91531
-4.296e+02,3.91656
-4.294e+02,3.91625
-4.292e+02,3.91656
-4.290e+02,3.91656
-4.288e+02,3.91625
-4.286e+02,3.91656
-4.284e+02,3.9175
-4.282e+02,3.91656
-4.280e+02,3.9175
-4.278e+02,3.9175
-4.276e+02,3.91688
-4.274e+02,3.91813
-4.272e+02,3.9175
-4.270e+02,3.91719
-4.268e+02,3.91719
-4.266e+02,3.91656
-4.264e+02,3.91625
-4.262e+02,3.91625
-4.260e+02,3.91656
-4.258e+02,3.91594
-4.256e+02,3.91594
-4.254e+02,3.91562
-4.252e+02,3.91625
-4.250e+02,3.91562
-4.248e+02,3.91594
-4.246e+02,3.91625
-4.244e+02,3.91594
-4.242e+02,3.91656
-4.240e+02,3.91656
-4.238e+02,3.91656
-4.236e+02,3.91719
-4.234e+02,3.91656
-4.232e+02,3.91688
-4.230e+02,3.91656
-4.228e+02,3.91625
-4.226e+02,3.91656
-4.224e+02,3.91594
-4.222e+02,3.91562
-4.220e+02,3.91562
-4.218e+02,3.915
-4.216e+02,3.91594
-4.214e+02,3.91531
-4.212e+02,3.91438
-4.210e+02,3.915
-4.208e+02,3.915
-4.206e+02,3.91531
-4.204e+02,3.91562
-4.202e+02,3.91531
-4.200e+02,3.91344
-4.198e+02,3.91312
-4.196e+02,3.91375
-4.194e+02,3.915
-4.192e+02,3.91469
-4.190e+02,3.91406
-4.188e+02,3.91344
-4.186e+02,3.91281
-4.184e+02,3.91375
-4.182e+02,3.91406
-4.180e+02,3.91406
-4.178e+02,3.91438
-4.176e+02,3.91406
-4.174e+02,3.91375
-4.172e+02,3.91219
-4.170e+02,3.91156
-4.168e+02,3.91312
-4.166e+02,3.91312
-4.164e+02,3.91312
-4.162e+02,3.91156
-4.160e+02,3.91188
-4.158e+02,3.91219
-4.156e+02,3.91219
-4.154e+02,3.91281
-4.152e+02,3.91312
-4.150e+02,3.91219
-4.148e+02,3.91219
-4.146e+02,3.91094
-4.144e+02,3.91094
-4.142e+02,3.91063
-4.140e+02,3.90906
-4.138e+02,3.91
-4.136e+02,3.91188
-4.134e+02,3.91188
-4.132e+02,3.91031
-4.130e+02,3.91031
-4.128e+02,3.90969
-4.126e+02,3.91063
-4.124e+02,3.91063
-4.122e+02,3.91063
-4.120e+02,3.91
-4.118e+02,3.90969
-4.116e+02,3.91063
-4.114e+02,3.91031
-4.112e+02,3.91156
-4.110e+02,3.91188
-4.108e+02,3.91188
-4.106e+02,3.91188
-4.104e+02,3.91188
-4.102e+02,3.91094
-4.100e+02,3.91125
-4.098e+02,3.91031
-4.096e+02,3.91031
-4.094e+02,3.90969
-4.092e+02,3.90969
-4.090e+02,3.90844
-4.088e+02,3.90906
-4.086e+02,3.91031
-4.084e+02,3.91063
-4.082e+02,3.91
-4.080e+02,3.91
-4.078e+02,3.91031
-4.076e+02,3.91031
-4.074e+02,3.91063
-4.072e+02,3.91094
-4.070e+02,3.91031
-4.068e+02,3.91094
-4.066e+02,3.91156
-4.064e+02,3.91156
-4.062e+02,3.91
-4.060e+02,3.90844
-4.058e+02,3.90938
-4.056e+02,3.91063
-4.054e+02,3.91031
-4.052e+02,3.90938
-4.050e+02,3.90781
-4.048e+02,3.91
-4.046e+02,3.90813
-4.044e+02,3.9075
-4.042e+02,3.90844
-4.040e+02,3.90813
-4.038e+02,3.90813
-4.036e+02,3.9075
-4.034e+02,3.90687
-4.032e+02,3.9075
-4.030e+02,3.90656
-4.028e+02,3.90656
-4.026e+02,3.90656
-4.024e+02,3.90625
-4.022e+02,3.90625
-4.020e+02,3.90563
-4.018e+02,3.90563
-4.016e+02,3.90594
-4.014e+02,3.90563
-4.012e+02,3.90594
-4.010e+02,3.90594
-4.008e+02,3.90687
-4.006e+02,3.90656
-4.004e+02,3.90687
-4.002e+02,3.90594
-4.000e+02,3.90625
-3.998e+02,3.90594
-3.996e+02,3.90531
-3.994e+02,3.90563
-3.992e+02,3.90531
-3.990e+02,3.90563
-3.988e+02,3.905
-3.986e+02,3.905
-3.984e+02,3.90563
-3.982e+02,3.905
-3.980e+02,3.90594
-3.978e+02,3.90687
-3.976e+02,3.90563
-3.974e+02,3.90563
-3.972e+02,3.90563
-3.970e+02,3.90563
-3.968e+02,3.90594
-3.966e+02,3.90594
-3.964e+02,3.90531
-3.962e+02,3.90531
-3.960e+02,3.90563
-3.958e+02,3.90531
-3.956e+02,3.90469
-3.954e+02,3.90375
-3.952e+02,3.90563
-3.950e+02,3.90531
-3.948e+02,3.905
-3.946e+02,3.90531
-3.944e+02,3.90563
-3.942e+02,3.90531
-3.940e+02,3.90531
-3.938e+02,3.90531
-3.936e+02,3.90563
-3.934e+02,3.90563
-3.932e+02,3.90563
-3.930e+02,3.90594
-3.928e+02,3.90563
-3.926e+02,3.90594
-3.924e+02,3.90563
-3.922e+02,3.90531
-3.920e+02,3.90437
-3.918e+02,3.90469
-3.916e+02,3.90469
-3.914e+02,3.90375
-3.912e+02,3.90313
-3.910e+02,3.90344
-3.908e+02,3.90375
-3.906e+02,3.90313
-3.904e+02,3.90375
-3.902e+02,3.90313
-3.900e+02,3.90437
-3.898e+02,3.90406
-3.896e+02,3.90406
-3.894e+02,3.90469
-3.892e+02,3.90437
-3.890e+02,3.90437
-3.888e+02,3.90375
-3.886e+02,3.90406
-3.884e+02,3.90437
-3.882e+02,3.90313
-3.880e+02,3.9025
-3.878e+02,3.90344
-3.876e+02,3.90375
-3.874e+02,3.90313
-3.872e+02,3.90313
-3.870e+02,3.90344
-3.868e+02,3.90375
-3.866e+02,3.90406
-3.864e+02,3.90313
-3.862e+02,3.90281
-3.860e+02,3.90313
-3.858e+02,3.90344
-3.856e+02,3.90281
-3.854e+02,3.90281
-3.852e+02,3.90344
-3.850e+02,3.90313
-3.848e+02,3.90313
-3.846e+02,3.90281
-3.844e+02,3.90281
-3.842e+02,3.90281
-3.840e+02,3.90063
-3.838e+02,3.90094
-3.836e+02,3.90094
-3.834e+02,3.90125
-3.832e+02,3.90219
-3.830e+02,3.90156
-3.828e+02,3.90063
-3.826e+02,3.90125
-3.824e+02,3.90031
-3.822e+02,3.90094
-3.820e+02,3.90156
-3.818e+02,3.90156
-3.816e+02,3.90031
-3.814e+02,3.9
-3.812e+02,3.90094
-3.810e+02,3.90156
-3.808e+02,3.90219
-3.806e+02,3.90125
-3.804e+02,3.90125
-3.802e+02,3.90094
-3.800e+02,3.90031
-3.798e+02,3.90031
-3.796e+02,3.90031
-3.794e+02,3.90063
-3.792e+02,3.90219
-3.790e+02,3.90125
-3.788e+02,3.90094
-3.786e+02,3.90125
-3.784e+02,3.90156
-3.782e+02,3.90094
-3.780e+02,3.90031
-3.778e+02,3.89969
-3.776e+02,3.90031
-3.774e+02,3.90031
-3.772e+02,3.89906
-3.770e+02,3.89938
-3.768e+02,3.89938
-3.766e+02,3.89969
-3.764e+02,3.90031
-3.762e+02,3.90031
-3.760e+02,3.89938
-3.758e+02,3.89938
-3.756e+02,3.89938
-3.754e+02,3.90031
-3.752e+02,3.9
-3.750e+02,3.89969
-3.748e+02,3.89969
-3.746e+02,3.9
-3.744e+02,3.90031
-3.742e+02,3.90031
-3.740e+02,3.89969
-3.738e+02,3.9
-3.736e+02,3.90063
-3.734e+02,3.90063
-3.732e+02,3.90094
-3.730e+02,3.9025
-3.728e+02,3.9025
-3.726e+02,3.90063
-3.724e+02,3.9
-3.722e+02,3.89969
-3.720e+02,3.9
-3.718e+02,3.89875
-3.716e+02,3.89875
-3.714e+02,3.89938
-3.712e+02,3.89938
-3.710e+02,3.89906
-3.708e+02,3.89906
-3.706e+02,3.89844
-3.704e+02,3.89844
-3.702e+02,3.89781
-3.700e+02,3.89813
-3.698e+02,3.89813
-3.696e+02,3.89781
-3.694e+02,3.89813
-3.692e+02,3.89906
-3.690e+02,3.89938
-3.688e+02,3.89875
-3.686e+02,3.89844
-3.684e+02,3.89844
-3.682e+02,3.89781
-3.680e+02,3.89813
-3.678e+02,3.89938
-3.676e+02,3.89875
-3.674e+02,3.89813
-3.672e+02,3.89906
-3.670e+02,3.89875
-3.668e+02,3.89813
-3.666e+02,3.89813
-3.664e+02,3.89813
-3.662e+02,3.89906
-3.660e+02,3.89938
-3.658e+02,3.89938
-3.656e+02,3.89938
-3.654e+02,3.89938
-3.652e+02,3.89938
-3.650e+02,3.8975
-3.648e+02,3.89625
-3.646e+02,3.89813
-3.644e+02,3.8975
-3.642e+02,3.8975
-3.640e+02,3.8975
-3.638e+02,3.89719
-3.636e+02,3.89844
-3.634e+02,3.89781
-3.632e+02,3.89875
-3.630e+02,3.89813
-3.628e+02,3.8975
-3.626e+02,3.89688
-3.624e+02,3.89625
-3.622e+02,3.89594
-3.620e+02,3.89594
-3.618e+02,3.89625
-3.616e+02,3.89594
-3.614e+02,3.89625
-3.612e+02,3.89562
-3.610e+02,3.89781
-3.608e+02,3.89844
-3.606e+02,3.8975
-3.604e+02,3.89781
-3.602e+02,3.8975
-3.600e+02,3.89719
-3.598e+02,3.89719
-3.596e+02,3.89688
-3.594e+02,3.8975
-3.592e+02,3.8975
-3.590e+02,3.89688
-3.588e+02,3.89688
-3.586e+02,3.89719
-3.584e+02,3.89781
-3.582e+02,3.8975
-3.580e+02,3.89781
-3.578e+02,3.89781
-3.576e+02,3.89688
-3.574e+02,3.89562
-3.572e+02,3.89562
-3.570e+02,3.89562
-3.568e+02,3.89531
-3.566e+02,3.89625
-3.564e+02,3.89562
-3.562e+02,3.89531
-3.560e+02,3.89625
-3.558e+02,3.89625
-3.556e+02,3.89531
-3.554e+02,3.89562
-3.552e+02,3.89562
-3.550e+02,3.89531
-3.548e+02,3.89562
-3.546e+02,3.89531
-3.544e+02,3.89562
-3.542e+02,3.89719
-3.540e+02,3.89688
-3.538e+02,3.89719
-3.536e+02,3.89719
-3.534e+02,3.89562
-3.532e+02,3.89562
-3.530e+02,3.89688
-3.528e+02,3.89688
-3.526e+02,3.89625
-3.524e+02,3.89594
-3.522e+02,3.89469
-3.520e+02,3.89469
-3.518e+02,3.89438
-3.516e+02,3.89406
-3.514e+02,3.89406
-3.512e+02,3.89375
-3.510e+02,3.89375
-3.508e+02,3.89344
-3.506e+02,3.89375
-3.504e+02,3.89406
-3.502e+02,3.89469
-3.500e+02,3.89469
-3.498e+02,3.89562
-3.496e+02,3.89469
-3.494e+02,3.89406
-3.492e+02,3.89375
-3.490e+02,3.89469
-3.488e+02,3.89375
-3.486e+02,3.89312
-3.484e+02,3.89344
-3.482e+02,3.89438
-3.480e+02,3.89406
-3.478e+02,3.89375
-3.476e+02,3.89375
-3.474e+02,3.89406
-3.472e+02,3.89375
-3.470e+02,3.89406
-3.468e+02,3.89312
-3.466e+02,3.89344
-3.464e+02,3.89438
-3.462e+02,3.89312
-3.460e+02,3.89281
-3.458e+02,3.89219
-3.456e+02,3.8925
-3.454e+02,3.8925
-3.452e+02,3.89219
-3.450e+02,3.89219
-3.448e+02,3.89219
-3.446e+02,3.89156
-3.444e+02,3.8925
-3.442e+02,3.89312
-3.440e+02,3.8925
-3.438e+02,3.89188
-3.436e+02,3.89094
-3.434e+02,3.89156
-3.432e+02,3.89094
-3.430e+02,3.89
-3.428e+02,3.89219
-3.426e+02,3.89188
-3.424e+02,3.89031
-3.422e+02,3.89062
-3.420e+02,3.89219
-3.418e+02,3.89094
-3.416e+02,3.89188
-3.414e+02,3.89188
-3.412e+02,3.89281
-3.410e+02,3.89375
-3.408e+02,3.89219
-3.406e+02,3.89188
-3.404e+02,3.89188
-3.402e+02,3.89094
-3.400e+02,3.89094
-3.398e+02,3.89094
-3.396e+02,3.89094
-3.394e+02,3.89094
-3.392e+02,3.89156
-3.390e+02,3.89094
-3.388e+02,3.89094
-3.386e+02,3.89188
-3.384e+02,3.89156
-3.382e+02,3.89094
-3.380e+02,3.89156
-3.378e+02,3.89094
-3.376e+02,3.89094
-3.374e+02,3.89031
-3.372e+02,3.89094
-3.370e+02,3.89
-3.368e+02,3.89062
-3.366e+02,3.89062
-3.364e+02,3.89062
-3.362e+02,3.89
-3.360e+02,3.89031
-3.358e+02,3.89031
-3.356e+02,3.89031
-3.354e+02,3.88969
-3.352e+02,3.88969
-3.350e+02,3.89
-3.348e+02,3.88969
-3.346e+02,3.89031
-3.344e+02,3.89031
-3.342e+02,3.88844
-3.340e+02,3.88875
-3.338e+02,3.88906
-3.336e+02,3.89
-3.334e+02,3.88844
-3.332e+02,3.88906
-3.330e+02,3.88875
-3.328e+02,3.88844
-3.326e+02,3.88813
-3.324e+02,3.88781
-3.322e+02,3.8875
-3.320e+02,3.8875
-3.318e+02,3.88781
-3.316e+02,3.88813
-3.314e+02,3.88813
-3.312e+02,3.88875
-3.310e+02,3.88906
-3.308e+02,3.88844
-3.306e+02,3.88844
-3.304e+02,3.88844
-3.302e+02,3.88719
-3.300e+02,3.88688
-3.298e+02,3.8875
-3.296e+02,3.8875
-3.294e+02,3.88813
-3.292e+02,3.88781
-3.290e+02,3.88813
-3.288e+02,3.8875
-3.286e+02,3.88813
-3.284e+02,3.88688
-3.282e+02,3.8875
-3.280e+02,3.88719
-3.278e+02,3.88719
-3.276e+02,3.88688
-3.274e+02,3.88688
-3.272e+02,3.88781
-3.270e+02,3.8875
-3.268e+02,3.88688
-3.266e+02,3.88688
-3.264e+02,3.88719
-3.262e+02,3.88719
-3.260e+02,3.88719
-3.258e+02,3.88875
-3.256e+02,3.88625
-3.254e+02,3.88656
-3.252e+02,3.88688
-3.250e+02,3.88563
-3.248e+02,3.88563
-3.246e+02,3.88656
-3.244e+02,3.88656
-3.242e+02,3.88688
-3.240e+02,3.88688
-3.238e+02,3.88688
-3.236e+02,3.88656
-3.234e+02,3.88625
-3.232e+02,3.88625
-3.230e+02,3.8875
-3.228e+02,3.88688
-3.226e+02,3.88688
-3.224e+02,3.88563
-3.222e+02,3.88563
-3.220e+02,3.88563
-3.218e+02,3.88531
-3.216e+02,3.88625
-3.214e+02,3.88563
-3.212e+02,3.885
-3.210e+02,3.885
-3.208e+02,3.88531
-3.206e+02,3.88625
-3.204e+02,3.88625
-3.202e+02,3.88656
-3.200e+02,3.88625
-3.198e+02,3.88625
-3.196e+02,3.88531
-3.194e+02,3.885
-3.192e+02,3.88375
-3.190e+02,3.88469
-3.188e+02,3.88469
-3.186e+02,3.88437
-3.184e+02,3.885
-3.182e+02,3.885
-3.180e+02,3.88344
-3.178e+02,3.88375
-3.176e+02,3.88313
-3.174e+02,3.8825
-3.172e+02,3.88281
-3.170e+02,3.88344
-3.168e+02,3.88344
-3.166e+02,3.88469
-3.164e+02,3.88406
-3.162e+02,3.88344
-3.160e+02,3.88469
-3.158e+02,3.88375
-3.156e+02,3.88375
-3.154e+02,3.88469
-3.152e+02,3.88406
-3.150e+02,3.88375
-3.148e+02,3.88406
-3.146e+02,3.88313
-3.144e+02,3.88281
-3.142e+02,3.88375
-3.140e+02,3.88469
-3.138e+02,3.885
-3.136e+02,3.88531
-3.134e+02,3.885
-3.132e+02,3.88437
-3.130e+02,3.88437
-3.128e+02,3.88563
-3.126e+02,3.88437
-3.124e+02,3.88375
-3.122e+02,3.88437
-3.120e+02,3.88406
-3.118e+02,3.88406
-3.116e+02,3.8825
-3.114e+02,3.88344
-3.112e+02,3.88344
-3.110e+02,3.88406
-3.108e+02,3.88375
-3.106e+02,3.88344
-3.104e+02,3.88344
-3.102e+02,3.88469
-3.100e+02,3.88437
-3.098e+02,3.88437
-3.096e+02,3.88406
-3.094e+02,3.88406
-3.092e+02,3.88344
-3.090e+02,3.88313
-3.088e+02,3.88375
-3.086e+02,3.88437
-3.084e+02,3.88281
-3.082e+02,3.88344
-3.080e+02,3.88344
-3.078e+02,3.88281
-3.076e+02,3.88313
-3.074e+02,3.8825
-3.072e+02,3.8825
-3.070e+02,3.88281
-3.068e+02,3.88375
-3.066e+02,3.88375
-3.064e+02,3.88219
-3.062e+02,3.88219
-3.060e+02,3.88281
-3.058e+02,3.8825
-3.056e+02,3.88219
-3.054e+02,3.8825
-3.052e+02,3.88219
-3.050e+02,3.88156
